Event Name,10000x500,10000x1000,10000x2000,50000x500,50000x1000,50000x2000
L2_RQSTS:PF_MISS,"7640883,2412607,1555455,1304715,1329524,1020548,468020,959808","32772778,11869118,5134633,3903600,7161850,2029445,8117928,2163562","114787406,41983703,43401587,27430603,12124208,27172626,29478868,9547377","33896206,11876101,7254446,20115540,5522352,3830007,3890661,4859046","160730671,73222318,41369055,19280889,36627305,38586147,38420173,10070114","525299635,262364342,141327202,109498856,91203246,34242244,157428509,33731142"
L2_RQSTS:ALL_DEMAND_REFERENCES,"1949065,947741,614781,502769,449615,347339,405007,331241","4906602,2344786,1455392,1339617,1234937,695349,918097,659688","12966777,7102862,4603761,4171358,3598924,3220067,2731372,2117601","9201629,4627121,2963011,3686587,2190638,1956717,1983612,1613585","24360518,12922142,7993190,6428713,5796877,4485421,4332386,3103719","63790144,30273534,22579335,17419100,19006709,12221929,16100588,10901749"
L2_RQSTS:ALL_DEMAND_MISS,"352435,123210,103243,44216025,42559758,32732937,44565258,256177635","890892,346714,185469,165299,177341924,140661,230169515,502692942","1788417,755177,44809669,458911,89249133,44462593,133357831,495300151","1158963,595489,458721,549476856,136857461,344769518,406877002,414885204","3760900,2107919,45245758,44919228,92518713,1142705635,419322494,357261413","6910201,3535456,46380530,1892202,92270075,90505590,236992214,357051314"
L2_RQSTS:REFERENCES,"54386281,28540089,18270391,14367077,11965531,93763711,140861113,186737816","213811657,106899251,65302114,97173575,179908143,160860581,76770705,331145430","851984367,412868341,373066738,206669051,167069454,309797687,1031831362,282747785","279860256,141237713,182765005,549132625,105671130,133954392,307460406,422852457","1085956532,535727447,1250714545,310004094,787016288,1095425958,341534897,932226651","4336238002,2089495194,1474132893,1027127375,2923076555,696974571,1098499775,1036339085"
L2_RQSTS:MISS,"8051277,2521859,1697352,89673584,1376992,102633167,328727657,299948691","33742227,12215091,5172881,4089443,53143641,321436748,373495740,180392771","117302243,42500500,44265891,27948004,12567282,27470888,29663329,626746759","34306440,12491781,99590829,20867702,5916420,48335622,144171249,388872617","164553795,74377768,42119331,20087896,85091794,39622362,224887497,55088879","533397801,265753655,142990487,111577348,229809103,168627778,525867173,3594225673"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"204518,101450012,67718180,96472102,132377470,199742933,532278603,407749721","532283,44285552,241917937,273663117,239655243,139510419,729061284,496963393","845837,1382198775,934530067,786771249,650978853,995380291,1167992177,449349362","629531,514747877,370503769,592782888,343585707,533193420,116325,519872877","2360027,1815551161,88866163,1021582027,875181386,1239437031,1416751217,722147775","4194950,6870071121,4644855204,3559594761,2945989700,2145397153,500833306,309538"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"164532,101649095,111133651,140325594,132421174,168644027,620612247,687804355","375819,364768760,284312647,187808179,177816547,451975643,551213869,235231488","755888,44647701,977391158,699799716,696672070,947672332,1315015461,311989073","686018,515829914,376551130,506777594,210392724,583592687,578636773,884677970","1943238,45523828,45001517,982869929,877728349,1247665033,1380575721,497768537","3934860,2065336,4626715329,89732148,1190852,134603616,3866154094,2481329232"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"19849,101346978,11435,44133645,175056248,297194801,559194849,717113754","41792,364911111,285603571,186262098,284954542,362585468,545774798,456605677","129296,44201435,55038,88291386,88382201,1086217001,1208663291,766302002","92545,514751560,47333057,591922616,30613,627694290,410550218,27123","233321,1813531298,1248902207,79355,806996755,1289072135,496291360,449597379","506425,353204,44377099,3611331417,181505749,2038731399,3980669627,124205"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"6679050,101398192,67053878,139248688,86786580,304959180,186783341,543270283","29367882,9925554,284920025,273393076,241109570,362258056,405787555,368685515","102739827,36461607,39134496,111962860,142925102,1037766266,1122187763,453064925","28366064,514857696,96972752,499573132,300840245,627205187,714460053,546877625","142674046,1814339253,1206790850,147131018,209495549,1250578601,922544471,185283451","457668057,6880710846,119572993,94410277,213245632,2052382250,4082612658,26426757"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"234646,101532237,67013109,139547821,174970258,300237578,566212715,504008274","557283,357299,240838842,242429,284526795,415339115,678399737,641931259","1171516,1394212341,978116760,808654626,649882772,1041283491,1041020407,728178922","973232,514620363,48760843,542625487,295327804,630835507,392494,321548529","2959046,1814150282,1249549481,935395536,135738597,1287103487,1367512146,618810421","6128649,6861669350,4615625067,90202980,2864234046,403817248,508338987,1805239887"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"696715,305304,88498016,140462572,176343408,313158182,514831991,677987112","2683945,364490749,241271930,132908063,285462830,272600984,629505797,587355979","10452258,48475416,47577277,91179298,46759788,1082606101,1065288816,364978311","3446825,515105485,94546075,585367095,299363650,259071158,703098483,607155","14300165,1814262959,92245514,934476642,877049555,1101854420,1512830603,843044715","57560440,24321127,63176237,100563597,11832618,362980955,4194926500,405826554"
RUNTIME,"0.06016,0.03876,0.02504,0.01976,0.01756,0.01208,0.02698,0.03308","0.21422,0.11928,0.07942,0.06556,0.05484,0.03588,0.06672,0.04518","0.79876,0.43236,0.30032,0.22602,0.1861,0.25734,0.26806,0.1834","0.2816,0.16632,0.1114,0.16088,0.07806,0.09474,0.09516,0.066","1.04324,0.5679,0.38596,0.30134,0.25254,0.328,0.33524,0.1697","3.96166,2.10516,1.4503,1.09588,0.91786,0.99228,1.24202,0.69098"
