Event Name,10000x1000,10000x500,10000x2000,50000x500,50000x1000,50000x2000
perf::PERF_COUNT_HW_CACHE_LL:READ:MISS,"24218,88655012,143414,68432,38350,30447,14790,91034881","46131,21869,14812,11244,10547,38480422,47112730,226755628","380250,208224,130855,94593,81645,89586737,223335546,222179778","332951,157624,89718,70900,67782,71576,246450461,44525429","703449,351227,194428,168261,129244,1030045665,461335977,91192161","1945097,937551,622059,3417614744,363308,46890360,222846695,1932464506"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:ACCESS,"154854,89948670,351439,268382,149630,171101,133676605,329082999","137187,109540,79113,79150,71758,48327026,99824848,615824998","763846,602746,387527,374377,276700,220976,185161448,595755361","704971,537193,44530856,383238,291361,349537271,148169890,267115506","1874207,1248930,725115,747809,802231,44691827,89685056,223479593","3956180,2089376,1567513,1577356,1312041,896198,45201361,134224210"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:MISS,"25144,133499550,6814,46168,33537,25847,182271528,142110934","4656,12046,10234,8388,5633,3551,4807,120485137","9323,153116,109567,44212333,88320971,44487342,189467158,133732682","7558,14779,12239,9710,7812,4756,6012,360642573","8375,46657,30297,25558,25183,48000759,842987637,184153108","10540,157479,111460,3453415456,72523,1767114243,105260784,89320042"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:ACCESS,"182086368,115197373,855115801,434205650,286834302,186357173,160883991,206546173","222896074,117050873,77207524,60401749,49603687,78043783,35794104,391204133","3347935960,1684362898,1123232147,891405927,690188775,372394797,529716663,538971040","1114143009,583703199,383396235,342080594,243030899,160195400,402545124,581924910","4274275441,2168982753,1431226567,1114124841,905314913,564887821,566981317,1252547051","16734545051,8417888852,5611960751,4232873100,3444978619,1859048248,2236329579,2327365150"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:MISS,"41768,49759,1651,133,118,51520,180620342,185957641","958,105330,195,97102,219092,145389936,276675393,231230601","2028,299,374,2948,201921,45230773,89320536,178424898","1801,976391,227837,556009,263946,140764061,86602,44491859","577213,203685,349283,44115616,44682173,1350536,44481177,135949717","2805,1346990,805,44123415,6766,90254338,49976017,229011846"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:ACCESS,"1975308,45946357,9420240,4814785,3203862,2424187,434742484,226114299","3658486,1879124,1254467,932858,783263,467955,45014671,178668160","27394148,14004760,9349528,6998535,5681040,48870876,98877817,181994653","18139998,9245344,6129148,4556113,3842374,2297991,239738605,180912349","46523198,23472834,15579037,11797480,9611502,5793181,260496724,279020327","134700495,67845722,45279765,33861931,27473036,1767077647,151885732,510336551"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:MISS,"331,178940089,636,156,40,182842976,44889474,152010053","706,10833,639,52269919,105,233,2549,135569128","711,94,450,218,238,94330328,148,266938361","530,2298,50,501,111,139843725,377675635,136090343","2662,58,307,128,205,212,93728521,178021736","294,5255,315,286,283,334,89532747,140568814"
CYCLE_ACTIVITY:CYCLES_L1D_MISS,"14728058,53988382,64833564,28749111,16255470,13909890,240094034,237321225","19717702,9612040,6648662,5149806,5108207,5109909,318265009,552904722","153350753,86100955,49516588,84540205,39780114,504863537,72928399,131574843","115412004,60183818,36233943,28173717,27068229,24262861,68275026,426118840","293988486,144542136,83063211,68961848,81303675,167926484,436646123,145094053","759459489,383862750,270266955,207222699,178229951,164887953,313853211,205121274"
CYCLE_ACTIVITY:CYCLES_L2_MISS,"153673032,137124255,25208588,10771588,6745356,4776910,297604843,228911854","8674140,4319073,3140416,2045235,1980915,2055574,183693729,259154060","57756747,32298701,18610254,13414252,12098984,6993973,330131342,595863296","55641774,25293576,17182141,11168746,53741717,193625298,220699751,411694300","129957549,58288271,32599468,25438366,26476364,1265815372,441427927,430082183","278213386,140666982,98714815,69383055,54855331,32202920,312932395,2244907729"
CYCLE_ACTIVITY:CYCLES_L3_MISS,"3179356,96984761,17626954,8289001,5711600,3710082,97452004,193962239","6497343,3264971,2100925,1503993,1438070,131069740,125256304,137138234","46943285,24575262,14558233,10409579,141278918,414392962,5320534,496668628","44458774,20632717,12787994,10149299,7820088,55520588,299520857,423466481","97831939,47652094,26287161,908291069,19077818,28769830,57531512,104480384","223870679,107708015,74514995,56247758,44291035,26422077,2468926973,166530685"
CYCLE_ACTIVITY:STALLS_L1D_MISS,"6657563,4237845,29845266,14098763,9214844,6366734,200358798,4264049","11058056,5791884,3875349,2984249,43353011,50964205,90671970,137781955","73041549,40331019,22996231,16961595,15401069,189145673,192729685,142538856","69743163,34663875,21988571,15139795,13011624,62738818,197104202,97841540","162813921,75636619,43485355,32366188,34222884,53110958,384499896,763830111","356598887,172922057,121205423,87374185,2778653857,92144072,99247483,2152496458"
CYCLE_ACTIVITY:STALLS_L2_MISS,"3356774,193225197,20181895,9006280,5907057,3817424,47180029,182446479","6798914,2763374,2342612,1698592,1442258,1716490,45299631,224091312","48818107,26941830,15187863,11045159,10126579,5624869,189880781,280708808","45426005,20881108,12795893,9450796,7670071,56587798,147513625,374315322","105568008,47234082,27751370,20975275,64751664,32634723,65717873,913546747","234631892,111450284,80893982,58577784,45372443,205151668,215934461,251070709"
CYCLE_ACTIVITY:STALLS_L3_MISS,"47359540,226188072,16600019,7378377,4873337,3417427,204451962,135044575","6005912,3059373,1743359,1374991,45336516,1137705,319199375,326044889","43384587,22766015,13161285,9222674,8333383,94082630,148488827,8518065","40141938,18394728,12281003,7747724,6975549,195265756,4108902,399867385","89815330,43244876,23783092,19065558,16445752,26340455,186424793,54615928","205305617,97168318,67011867,51335482,39563066,113127402,164015511,246431453"
RESOURCE_STALLS,"17850202,14031096,91351966,45356812,28128341,21868887,354846229,698274082","28520615,15001479,9780125,7684775,7625180,58088133,192423070,229388768","312135290,157387645,89702166,75287504,188661963,130147551,373185782,239265975","157529892,88599195,49908931,303274782,35011458,32593393,457896315,420195295","440806592,217211854,138307896,100501061,92588278,114083745,795422029,352548839","1492939234,703668110,471689908,349494386,284869876,174319470,371804093,508095878"
L2_RQSTS:ALL_DEMAND_DATA_RD,"758557,325354,3287030,1417752,798986,709835,337245,392737","920182,464048,287036,240580,214084,237257,131683,171947","9197236,5105168,3313171,2871066,2527986,1422621,1471824,1553469","4713630,2434898,1390333,1138863,1087793,1254249,1039159,735956","14020004,6694825,4281700,3606406,3985527,3273897,1727083,1675946","43051984,22918870,15833843,13502884,11709641,8449816,10612405,7577975"
L2_RQSTS:DEMAND_DATA_RD_HIT,"629702,272831315,2904744,1292469,734756,699998,134702745,185688832","826172,412887,66620432,214883,44341892,97516250,212150482,443919313","8751100,4246038,920771556,2900623,2396087,136051533,374325163,141229627","4256044,2134660,1260479,89335224,45118179,96980258,282505759,89761248","12443226,6149166,48321526,3132542,749671750,283807129,330312220,142468197","42151783,20915258,14565217,3455695670,2805937872,2007863074,3823257371,321839234"
L2_RQSTS:DEMAND_DATA_RD_MISS,"58333,25951,366271,131765,65156,50001,27463,26974","90334,42145,32436,23560,20921,25305,14142,14657","431817,329356,178701,128428,123922,58760,55336,56932","479859,216084,168963,110512,92351,113841,70967,137031","1512288,530676,292461,250802,326112,411354,146073,259599","2205107,1523219,1105287,574560,504581,274838,268010,288609"
L2_RQSTS:ALL_RFO,"378854,286274,1910222,917925,607716,490590,298395,375280","930063,481020,297401,246409,213470,173802,139903,136482","4059182,1968767,1313786,939486,773892,541010,556466,541462","4549923,2275516,1447988,1203473,1045449,808093,733003,754197","9033920,4353464,2921638,2301683,1742060,1324104,1368303,1254946","18306078,9159045,5990558,4223540,3403510,2626838,2583809,3029393"
L2_RQSTS:RFO_HIT,"258393,195996,1525476,744585,526037,380124,194796,181337","799711,404849,260440,193655,163725,108042,103363,107290","2968279,1582622,1046891,697743,584238,388039,397954,405802","3976133,1919642,1139081,950282,816886,543101,518325,504724","7435836,3438829,2427770,1835530,1218714,899811,895660,918098","14851197,7669525,4774271,3347154,2562966,1931148,1949863,1760744"
