Event Name,1 Threads,2 Threads,3 Threads,4 Threads,5 Threads
PAPI_TOT_CYC,0,0,0,0,0
PAPI_TOT_INS,0,0,0,0,0
PAPI_REF_CYC,0,0,0,0,0
