Event Name,1 Threads,2 Threads,3 Threads,4 Threads,5 Threads
PAPI_TOT_CYC,2800585859,2814624639,2810399743,2805996839,2805894300
PAPI_TOT_INS,9864247283,9864247131,9864247177,9864247159,9864247091
PAPI_REF_CYC,2256095368,2267409776,2264833184,2260453024,2260386556
