Event Name,1 Threads,2 Threads,3 Threads,4 Threads,5 Threads
PAPI_TOT_CYC,2814428545,2823810897,2811807137,2819668692,2816697425
PAPI_TOT_INS,9864247256,9864247194,9864247136,9864247219,9864247204
PAPI_REF_CYC,2267247631,2274803778,2265142509,2271469451,2269083911
