Event Name,Value
PAPI_TOT_CYC,313,PAPI_TOT_CYC,2805323,PAPI_TOT_CYC,23683876,PAPI_TOT_CYC,88102289,PAPI_TOT_CYC,238088093,PAPI_TOT_CYC,516113892,PAPI_TOT_CYC,820754549,PAPI_TOT_CYC,1427834242,PAPI_TOT_CYC,1861686250,PAPI_TOT_CYC,2823929934,PAPI_TOT_INS,125,PAPI_TOT_INS,9864244,PAPI_TOT_INS,78656430,PAPI_TOT_INS,265176624,PAPI_TOT_INS,628224842,PAPI_TOT_INS,1226601104,PAPI_TOT_INS,2119105367,PAPI_TOT_INS,3364537712,PAPI_TOT_INS,5021698012,PAPI_TOT_INS,7149386453,
