Event Name,Value
PAPI_TOT_CYC,415,PAPI_TOT_INS,2807115,PAPI_TOT_CYC,125,PAPI_TOT_INS,9864244,PAPI_TOT_CYC,2807115,PAPI_TOT_INS,23736981,PAPI_TOT_CYC,9864244,PAPI_TOT_INS,78656430,PAPI_TOT_CYC,23736981,PAPI_TOT_INS,89264257,PAPI_TOT_CYC,78656430,PAPI_TOT_INS,265176624,PAPI_TOT_CYC,89264257,PAPI_TOT_INS,237820701,PAPI_TOT_CYC,265176624,PAPI_TOT_INS,628224848,PAPI_TOT_CYC,237820701,PAPI_TOT_INS,513588505,PAPI_TOT_CYC,628224848,PAPI_TOT_INS,1226601100,
