Event Name,1 Threads,2 Threads,3 Threads,4 Threads,5 Threads
PAPI_TOT_CYC,2822982045,2814354488,2814376126,2816557033,2812097942
PAPI_TOT_INS,9864247323,9864247200,9864247127,9864247075,9864247162
PAPI_REF_CYC,2279384154,2267183692,2267204038,2268962505,2265364069
