Event Name,1 Threads,2 Threads,3 Threads,4 Threads,5 Threads
PAPI_TOT_CYC,2811285373,2800624533,2812577883,2811740768,2817447767
PAPI_TOT_INS,9864247321,9864247087,9864247198,9864247214,9864247205
PAPI_REF_CYC,2265191276,2256722951,2265773665,2265081400,2269700219
