Event Name,1 Threads,2 Threads,3 Threads,4 Threads,5 Threads
PAPI_TOT_CYC,28148450630783,2799662208,2798794934,2799576174,2798697187
PAPI_TOT_INS,9864247323,9864247192,9864247197,9864247198,9864247200
PAPI_REF_CYC,2257465235,2256690819,2257243698,2257656240,2259718906
