Event Name,Value
PAPI_TOT_CYC,313,PAPI_TOT_CYC,2807107,PAPI_TOT_CYC,23680558,PAPI_TOT_CYC,90612013,PAPI_TOT_CYC,237339451,PAPI_TOT_CYC,510943205,PAPI_TOT_CYC,746702728,PAPI_TOT_CYC,1352973324,PAPI_TOT_CYC,1869581189,PAPI_TOT_CYC,2827460488,PAPI_TOT_INS,124,PAPI_TOT_INS,9864244,PAPI_TOT_INS,78656428,PAPI_TOT_INS,265176628,PAPI_TOT_INS,628224848,PAPI_TOT_INS,1226601102,PAPI_TOT_INS,2119105343,PAPI_TOT_INS,3364537692,PAPI_TOT_INS,5021698014,PAPI_TOT_INS,7149386453,
