Event Name,10000x500,10000x1000,10000x2000,50000x500,50000x1000,50000x2000
perf::PERF_COUNT_HW_CACHE_L1D:READ:MISS,"89,113,1778,207,460,386,23217,30586","161,190,204,2633,4573,2629,540,31480","295,318,363,392,2190,594,15811,21345","91,1323,146,187,205,365,509,683","162,196,203,230,1210,6749,564,13391","294,326,1105,5311,416,11648,9491,21389"
perf::PERF_COUNT_HW_CACHE_L1D:WRITE:ACCESS,"413,383,466,555,2152,1099,22576,2000","472,442,526,620,704,11063,1608,20449","597,564,657,741,2659,8280,25274,29298","414,382,473,1595,1964,1100,14656,43783","472,441,530,621,701,13337,12168,13932","597,567,647,741,835,1285,1728,21947"
perf::PERF_COUNT_HW_CACHE_L1I:READ:MISS,"281,255,1771,535,606,8588,3152,48505","237,1192,348,494,2900,6974,10728,1370","238,284,462,575,517,7202,1173,9074","262,288,372,453,2992,2631,5484,4439","246,291,399,1685,576,5445,22610,25572","244,289,387,493,4508,6474,1310,19357"
perf::PERF_COUNT_HW_CACHE_LL:READ:ACCESS,"0,8,16,2719,2555,11563,9120,23073","0,11,17,2466,2249,14096,17861,19446","0,11,23,1180,8337,5633,147,17773","0,8,15,2624,42,5909,6614,29086","0,10,18,23,1220,14090,7939,11272","0,16,1377,31,1386,131,12873,11890"
perf::PERF_COUNT_HW_CACHE_LL:READ:MISS,"0,0,0,1413,258,7493,21967,35946","0,913,0,2470,4680,3754,17317,0","0,0,0,0,2627,12600,18026,0","0,0,0,0,2744,6258,8081,33457","0,0,0,1124,1064,3914,2046,0","0,0,0,0,0,11830,11674,17333"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:ACCESS,"0,10,15,1363,34,2135,11107,6053","0,16,16,2284,29,8843,15239,105","0,12,22,23,25,6628,88,19414","0,10,15,30,36,60,15984,12377","0,16,17,21,33,73,25258,14225","0,13,1395,25,42,537,17713,20549"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:MISS,"0,0,1014,1382,1256,6385,9916,13124","0,837,0,1172,5171,10209,22421,41901","0,0,0,1327,6841,8552,19762,28718","0,0,0,0,1294,10504,10939,10755","0,0,0,0,1333,0,10987,7514","0,0,795,1304,1457,8498,19063,27871"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:ACCESS,"486,1740,707,2217,2468,8730,11787,17415","545,1740,3061,2303,3617,9747,16052,20837","670,702,904,1069,3781,8825,23845,20340","486,493,2392,867,1486,5871,10762,5245","546,537,727,942,1110,2046,23987,4900","668,672,872,1087,1267,2409,14231,29882"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:MISS,"0,1177,0,1336,1527,1,10961,8958","0,1290,0,0,0,5696,0,10837","0,1171,0,0,6900,17393,27076,23384","0,0,0,0,0,5249,10484,22448","0,672,0,1188,0,6899,13465,0","0,0,0,0,1236,13761,20770,24292"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:ACCESS,"413,379,1502,3181,2418,11090,10818,19986","472,1600,523,1970,3108,12895,23576,28368","597,1917,657,736,828,4221,16179,28450","414,383,1357,562,646,5090,20849,2001","472,442,530,619,3003,7302,25213,25210","597,567,656,738,2004,8128,19135,10420"
